expat_id,origin_country,visa_type,us_state,switched_from,previous_monthly_premium,ratha_monthly_premium,premium_savings_percent,coverage_types,india_coverage_enabled,onboarding_days,competitor_onboarding_days,switched_date,satisfaction_score,monthly_retention_rate
EXP897255,India,L1,NC,CHUBB,81.86,63.53,22.4,Renter,True,3,8,2026-08-18 12:14:15.490141,10,98.8
EXP360568,India,F1,NY,AIG,84.68,62.46,26.2,Auto+Health,False,1,7,2026-08-17 12:14:15.490156,9,97.3
EXP502617,India,F1,IL,AIG,75.87,57.33,24.4,Auto+Health,False,2,8,2026-07-24 12:14:15.490170,9,98.8
EXP567397,India,L1,CA,CHUBB,117.35,83.53,28.8,Renter,True,2,14,2026-06-07 12:14:15.490184,8,97.6
EXP772742,India,H1B,MI,ICICI Lombard,110.63,86.05,22.2,Auto+Health,False,3,8,2026-07-24 12:14:15.490198,7,99.5
EXP590317,India,B1,TX,Allianz,130.59,96.2,26.3,Health,True,3,14,2026-05-31 12:14:15.490213,10,97.1
EXP496642,India,E2,MI,IMG Global,78.08,54.52,30.2,Health,True,2,11,2026-08-08 12:14:15.490227,7,97.3
EXP113486,India,L1,NC,IMG Global,131.23,89.96,31.4,Auto,True,3,7,2026-07-04 12:14:15.490242,9,97.9
EXP885453,India,H1B,IL,ICICI Lombard,130.77,97.5,25.4,Auto,True,2,8,2026-06-09 12:14:15.490256,9,98.6
EXP455069,India,E2,MI,IMG Global,87.44,64.62,26.1,Health,True,3,9,2026-06-29 12:14:15.490270,9,97.9
EXP668350,India,F1,CA,ICICI Lombard,94.24,68.31,27.5,Renter,True,1,11,2026-08-01 12:14:15.490284,9,98.4
EXP263546,India,B1,MA,HDFC ERGO,119.91,85.18,29.0,Health,True,1,14,2026-08-20 12:14:15.490298,8,97.2
EXP205986,India,F1,PA,Allianz,86.36,61.2,29.1,Renter,True,3,7,2026-07-23 12:14:15.490312,8,98.8
EXP252382,India,E2,NC,IMG Global,102.18,75.33,26.3,Renter,True,2,7,2026-07-02 12:14:15.490327,7,98.4
EXP546047,India,B1,CA,CHUBB,139.55,92.2,33.9,Auto,True,2,11,2026-08-23 12:14:15.490341,8,97.9
EXP793550,India,B1,NC,Allianz,127.17,85.1,33.1,Auto,True,3,10,2026-07-27 12:14:15.490355,8,98.9
EXP837019,India,E2,IL,ICICI Lombard,126.54,90.44,28.5,Auto,False,1,14,2026-07-09 12:14:15.490369,9,98.8
EXP726255,India,L1,MI,HDFC ERGO,131.62,103.68,21.2,Auto,True,3,13,2026-08-02 12:14:15.490383,9,97.5
EXP181793,India,L1,IL,HDFC ERGO,78.32,61.12,22.0,Health,False,3,8,2026-07-10 12:14:15.490398,10,97.7
EXP188483,India,E2,WA,IMG Global,95.06,71.8,24.5,Renter,True,1,11,2026-07-10 12:14:15.490417,10,97.9
EXP510770,India,L1,TX,IMG Global,134.24,105.06,21.7,Renter,True,1,7,2026-06-05 12:14:15.490431,8,98.5
EXP334430,India,E2,WA,HDFC ERGO,75.74,49.26,35.0,Auto,True,1,7,2026-06-15 12:14:15.490445,9,98.9
EXP576066,India,B1,PA,HDFC ERGO,96.57,74.44,22.9,Auto,True,3,9,2026-06-27 12:14:15.490459,7,97.4
EXP484407,India,H1B,NY,ICICI Lombard,140.79,107.87,23.4,Renter,True,2,14,2026-06-02 12:14:15.490474,9,98.0
EXP958630,India,B1,GA,HDFC ERGO,97.21,75.54,22.3,Renter,False,2,12,2026-06-11 12:14:15.490488,10,97.1
EXP913299,India,H1B,CA,AIG,104.24,73.89,29.1,Auto,True,2,12,2026-07-22 12:14:15.490503,9,98.2
EXP986622,India,E2,PA,AIG,85.55,66.51,22.3,Auto+Health,True,3,10,2026-08-01 12:14:15.490517,8,98.5
EXP830733,India,E2,IL,ICICI Lombard,127.27,88.84,30.2,Auto,True,2,10,2026-06-21 12:14:15.490531,7,97.8
EXP804538,India,F1,NC,AIG,84.71,65.8,22.3,Auto,False,1,14,2026-08-10 12:14:15.490545,8,98.1
EXP141880,India,B1,IL,AIG,147.71,96.7,34.5,Auto,False,3,13,2026-07-27 12:14:15.490559,8,97.3
EXP993509,India,E2,CA,CHUBB,137.91,99.31,28.0,Auto+Health,False,1,9,2026-07-22 12:14:15.490574,9,97.3
EXP276494,India,B1,MI,AIG,126.0,90.47,28.2,Auto+Health,True,2,13,2026-06-25 12:14:15.490588,10,97.5
EXP768225,India,F1,FL,CHUBB,77.65,62.0,20.2,Renter,False,1,10,2026-06-15 12:14:15.490604,8,98.1
EXP696545,India,E2,CA,Allianz,81.47,61.75,24.2,Auto,False,3,8,2026-07-29 12:14:15.490618,8,98.5
EXP264463,India,F1,FL,CHUBB,98.6,78.06,20.8,Auto+Health,True,3,8,2026-07-18 12:14:15.490632,9,97.8
EXP505060,India,H1B,NC,Allianz,90.37,67.56,25.2,Auto,True,3,9,2026-07-23 12:14:15.490646,8,98.8
EXP969845,India,E2,TX,IMG Global,117.63,79.19,32.7,Auto,True,2,13,2026-08-09 12:14:15.490660,7,98.5
EXP253193,India,B1,WA,ICICI Lombard,147.21,96.97,34.1,Auto,True,2,12,2026-06-12 12:14:15.490674,7,98.5
EXP390268,India,L1,NY,AIG,80.29,57.92,27.9,Health,True,2,14,2026-07-05 12:14:15.490689,9,99.2
EXP621934,India,E2,MA,ICICI Lombard,118.37,79.76,32.6,Auto,True,2,9,2026-08-04 12:14:15.490703,10,98.5
EXP541106,India,E2,NC,AIG,96.09,70.9,26.2,Auto+Health,True,3,7,2026-05-27 12:14:15.490717,9,98.1
EXP455845,India,F1,TX,Allianz,109.25,71.87,34.2,Renter,True,3,14,2026-07-03 12:14:15.490731,8,97.0
EXP840786,India,H1B,MA,CHUBB,99.87,79.55,20.3,Auto,True,1,12,2026-05-31 12:14:15.490746,10,98.0
EXP820244,India,F1,NY,CHUBB,130.81,94.99,27.4,Auto+Health,True,2,8,2026-08-19 12:14:15.490760,7,97.5
EXP556497,India,F1,NC,CHUBB,139.16,105.89,23.9,Auto,False,2,14,2026-07-01 12:14:15.490774,8,97.1
EXP127802,India,H1B,WA,AIG,146.76,116.95,20.3,Health,True,1,9,2026-07-31 12:14:15.490789,7,98.0
EXP647195,India,H1B,GA,CHUBB,83.09,57.75,30.5,Health,True,1,11,2026-08-15 12:14:15.490803,8,97.2
EXP965082,India,H1B,GA,CHUBB,88.12,68.6,22.1,Renter,True,3,12,2026-08-14 12:14:15.490817,10,99.2
EXP165363,India,H1B,TX,IMG Global,127.18,86.62,31.9,Renter,True,3,11,2026-07-24 12:14:15.490832,8,97.5
EXP662133,India,B1,NY,AIG,86.91,67.21,22.7,Auto,False,1,12,2026-08-02 12:14:15.490846,8,97.9
EXP290330,India,L1,MA,CHUBB,103.89,80.62,22.4,Auto+Health,True,2,11,2026-08-09 12:14:15.490860,9,97.9
EXP740728,India,H1B,CO,CHUBB,104.14,75.29,27.7,Auto+Health,True,2,13,2026-07-08 12:14:15.490874,10,97.6
EXP286923,India,F1,TX,ICICI Lombard,89.42,70.06,21.7,Health,True,2,11,2026-05-28 12:14:15.490888,10,98.4
EXP271160,India,L1,IL,Allianz,137.11,96.37,29.7,Auto,True,3,12,2026-05-29 12:14:15.490903,7,97.1
EXP575872,India,E2,PA,ICICI Lombard,123.84,96.32,22.2,Renter,True,2,7,2026-07-16 12:14:15.490918,8,99.4
EXP942708,India,E2,NY,IMG Global,127.69,87.54,31.4,Auto,True,3,8,2026-08-07 12:14:15.490932,9,98.2
EXP764001,India,E2,MI,IMG Global,120.54,93.66,22.3,Health,False,2,8,2026-08-10 12:14:15.490948,8,97.9
EXP686439,India,H1B,NC,IMG Global,117.91,93.02,21.1,Auto,True,1,10,2026-08-02 12:14:15.490962,8,98.3
EXP560970,India,B1,FL,AIG,122.1,82.47,32.5,Auto+Health,True,3,11,2026-06-06 12:14:15.490976,8,99.5
EXP162954,India,H1B,NC,HDFC ERGO,114.26,76.59,33.0,Auto+Health,True,3,10,2026-08-21 12:14:15.490991,9,98.5
EXP935950,India,F1,MA,AIG,146.73,113.33,22.8,Renter,True,2,10,2026-07-17 12:14:15.491005,7,99.5
EXP724332,India,F1,PA,AIG,115.55,87.09,24.6,Renter,False,2,7,2026-07-02 12:14:15.491019,10,97.2
EXP480913,India,L1,FL,HDFC ERGO,76.29,53.95,29.3,Renter,True,1,13,2026-06-08 12:14:15.491034,10,98.9
EXP437213,India,B1,TX,Allianz,132.85,101.04,23.9,Health,True,3,9,2026-08-15 12:14:15.491048,9,98.9
EXP718073,India,B1,TX,Allianz,143.7,109.86,23.6,Renter,True,2,13,2026-06-24 12:14:15.491063,7,99.0
EXP909031,India,L1,TX,ICICI Lombard,79.81,62.8,21.3,Renter,True,1,13,2026-07-25 12:14:15.491077,8,98.1
EXP961524,India,H1B,MI,ICICI Lombard,142.67,101.22,29.1,Auto+Health,True,3,10,2026-06-06 12:14:15.491091,7,97.2
EXP773182,India,B1,NC,ICICI Lombard,100.42,71.98,28.3,Health,True,2,12,2026-07-20 12:14:15.491105,8,98.9
EXP570807,India,B1,IL,ICICI Lombard,143.12,100.36,29.9,Auto,True,1,12,2026-07-30 12:14:15.491119,7,97.3
EXP564344,India,F1,MA,IMG Global,104.79,75.33,28.1,Health,True,3,10,2026-06-22 12:14:15.491134,10,98.9
EXP161339,India,E2,MI,CHUBB,144.98,107.14,26.1,Health,True,2,10,2026-08-20 12:14:15.491148,9,98.5
EXP276364,India,H1B,CA,Allianz,97.61,70.45,27.8,Auto+Health,False,2,14,2026-05-25 12:14:15.491163,8,98.3
EXP830731,India,F1,NY,CHUBB,114.76,85.28,25.7,Health,False,3,10,2026-06-14 12:14:15.491179,9,98.3
EXP711547,India,L1,PA,Allianz,136.01,97.84,28.1,Renter,True,3,7,2026-06-11 12:14:15.491194,7,97.8
EXP673010,India,F1,IL,HDFC ERGO,110.91,72.57,34.6,Auto+Health,False,3,13,2026-08-09 12:14:15.491209,7,97.9
EXP504240,India,H1B,TX,ICICI Lombard,132.52,99.26,25.1,Renter,True,2,8,2026-07-08 12:14:15.491223,8,98.9
EXP258236,India,E2,FL,ICICI Lombard,132.93,102.77,22.7,Health,True,2,11,2026-08-03 12:14:15.491238,8,97.5
EXP798589,India,L1,CA,Allianz,122.24,82.96,32.1,Renter,True,1,7,2026-07-24 12:14:15.491253,10,98.2
EXP878300,India,E2,NC,CHUBB,92.97,74.27,20.1,Health,True,3,12,2026-06-20 12:14:15.491267,7,99.1
EXP731053,India,F1,MA,Allianz,89.41,65.64,26.6,Auto+Health,True,1,10,2026-07-10 12:14:15.491282,9,98.5
EXP894359,India,F1,MA,Allianz,147.89,111.63,24.5,Health,True,3,11,2026-06-12 12:14:15.491296,7,98.4
EXP226780,India,F1,NC,ICICI Lombard,95.9,72.03,24.9,Auto,True,3,8,2026-08-10 12:14:15.491310,7,97.3
EXP225909,India,L1,PA,CHUBB,125.13,87.36,30.2,Health,True,2,9,2026-07-19 12:14:15.491325,10,98.7
EXP297144,India,F1,GA,IMG Global,96.84,74.5,23.1,Auto,True,3,13,2026-05-29 12:14:15.491339,10,98.4
EXP634404,India,L1,MA,HDFC ERGO,117.11,92.15,21.3,Auto+Health,True,1,11,2026-08-01 12:14:15.491353,7,97.2
EXP270305,India,E2,WA,IMG Global,106.87,80.39,24.8,Auto+Health,False,2,9,2026-06-14 12:14:15.491367,7,98.2
EXP406043,India,H1B,MI,CHUBB,138.1,107.72,22.0,Auto,False,3,7,2026-08-18 12:14:15.491382,7,98.7
EXP981314,India,E2,NY,ICICI Lombard,138.25,107.07,22.6,Auto+Health,True,3,10,2026-06-28 12:14:15.491396,8,98.4
EXP875591,India,H1B,NC,Allianz,82.08,59.63,27.3,Auto+Health,True,2,14,2026-07-16 12:14:15.491410,8,97.1
EXP165404,India,E2,CA,Allianz,128.15,84.36,34.2,Renter,True,1,12,2026-07-14 12:14:15.491424,8,99.3
EXP932488,India,L1,CO,CHUBB,99.7,68.82,31.0,Health,False,3,13,2026-06-02 12:14:15.491439,9,97.5
EXP991891,India,B1,IL,IMG Global,105.4,73.63,30.1,Health,True,2,13,2026-06-14 12:14:15.491453,9,98.7
EXP520490,India,E2,WA,IMG Global,101.73,71.3,29.9,Auto+Health,False,2,11,2026-05-25 12:14:15.491468,9,97.0
EXP507565,India,L1,FL,ICICI Lombard,144.93,104.47,27.9,Auto+Health,True,1,11,2026-06-16 12:14:15.491482,9,98.6
EXP665522,India,F1,MA,IMG Global,145.87,110.37,24.3,Health,True,1,11,2026-06-03 12:14:15.491496,10,99.3
EXP313291,India,L1,GA,ICICI Lombard,119.14,91.45,23.2,Auto+Health,True,2,12,2026-06-14 12:14:15.491510,9,97.7
EXP953374,India,F1,WA,HDFC ERGO,119.17,80.22,32.7,Health,False,3,7,2026-06-26 12:14:15.491525,7,97.2
EXP721516,India,E2,IL,ICICI Lombard,88.83,64.36,27.5,Auto+Health,False,3,11,2026-06-09 12:14:15.491539,7,98.9
EXP172892,India,L1,MA,AIG,111.7,80.73,27.7,Auto+Health,False,1,7,2026-07-15 12:14:15.491554,9,98.2
EXP664107,India,H1B,MA,HDFC ERGO,145.35,103.98,28.5,Health,True,3,13,2026-08-15 12:14:15.491568,8,98.0
EXP169900,India,F1,MA,AIG,121.1,92.9,23.3,Auto+Health,True,1,11,2026-06-14 12:14:15.491582,7,98.8
EXP440793,India,F1,NC,HDFC ERGO,78.88,62.82,20.4,Auto+Health,True,1,14,2026-06-15 12:14:15.491596,7,98.0
EXP829683,India,E2,NC,Allianz,81.97,54.99,32.9,Renter,True,2,12,2026-06-02 12:14:15.491610,9,98.0
EXP417582,India,B1,MA,AIG,98.78,77.04,22.0,Auto,True,1,10,2026-07-14 12:14:15.491625,9,99.1
EXP635773,India,B1,MA,Allianz,93.84,66.73,28.9,Health,True,3,14,2026-05-26 12:14:15.491639,10,98.5
EXP726333,India,F1,CA,AIG,86.01,66.16,23.1,Auto,True,2,12,2026-08-03 12:14:15.491654,7,98.8
EXP150256,India,L1,GA,AIG,83.77,60.12,28.2,Auto,True,1,13,2026-07-21 12:14:15.491668,8,99.3
EXP318750,India,B1,PA,CHUBB,106.29,79.13,25.6,Auto,False,1,14,2026-06-09 12:14:15.491682,10,97.0
EXP371506,India,F1,IL,CHUBB,140.9,99.8,29.2,Auto,True,3,9,2026-06-19 12:14:15.491697,8,98.3
EXP996130,India,E2,WA,AIG,116.8,91.12,22.0,Renter,False,3,13,2026-08-22 12:14:15.491711,8,97.6
EXP609667,India,L1,GA,IMG Global,130.77,101.75,22.2,Health,False,2,13,2026-06-19 12:14:15.491725,10,97.8
EXP281050,India,E2,MI,ICICI Lombard,127.68,97.32,23.8,Auto,True,3,13,2026-06-18 12:14:15.491739,9,97.3
EXP269673,India,B1,FL,ICICI Lombard,136.4,97.87,28.2,Auto+Health,True,2,8,2026-07-15 12:14:15.491757,8,98.2
EXP191582,India,F1,IL,AIG,144.71,114.12,21.1,Renter,False,1,8,2026-06-19 12:14:15.491772,7,97.9
EXP316856,India,H1B,PA,CHUBB,136.35,101.99,25.2,Health,True,2,11,2026-06-18 12:14:15.491786,9,98.4
EXP768707,India,L1,GA,Allianz,130.24,103.15,20.8,Auto,False,2,7,2026-07-02 12:14:15.491800,8,98.5
EXP526299,India,H1B,CO,CHUBB,124.89,98.29,21.3,Renter,True,2,11,2026-06-20 12:14:15.491814,10,98.5
EXP959800,India,F1,CA,CHUBB,97.77,65.11,33.4,Auto,True,1,9,2026-08-13 12:14:15.491828,7,97.9
EXP280117,India,B1,FL,ICICI Lombard,130.78,86.72,33.7,Auto,True,1,14,2026-06-27 12:14:15.491842,10,98.9
EXP153227,India,L1,GA,ICICI Lombard,107.35,76.7,28.5,Health,True,3,9,2026-08-04 12:14:15.491857,7,98.9
EXP616326,India,H1B,NC,HDFC ERGO,77.37,51.39,33.6,Renter,True,2,8,2026-06-29 12:14:15.491871,7,98.3
EXP167258,India,B1,CA,ICICI Lombard,114.64,86.43,24.6,Health,False,1,10,2026-07-22 12:14:15.491885,7,99.2
EXP915329,India,L1,NC,AIG,79.64,62.64,21.4,Renter,True,3,8,2026-06-24 12:14:15.491900,9,97.5
EXP416191,India,F1,CO,ICICI Lombard,110.81,87.13,21.4,Renter,True,1,13,2026-07-03 12:14:15.491914,10,99.0
EXP479220,India,F1,MI,Allianz,112.47,79.36,29.4,Health,True,3,12,2026-07-19 12:14:15.491928,7,98.1
EXP583019,India,H1B,CA,CHUBB,134.11,107.24,20.0,Renter,False,3,12,2026-07-11 12:14:15.491942,7,98.3
EXP528152,India,H1B,MI,AIG,111.91,83.15,25.7,Health,True,1,7,2026-08-16 12:14:15.491957,10,99.1
EXP725855,India,B1,GA,IMG Global,110.05,80.43,26.9,Auto+Health,True,1,12,2026-08-03 12:14:15.491971,8,98.1
EXP672419,India,H1B,CA,Allianz,98.22,68.35,30.4,Auto,True,2,8,2026-08-13 12:14:15.491986,10,98.5
EXP433413,India,F1,FL,CHUBB,125.15,92.79,25.9,Auto,True,2,10,2026-06-27 12:14:15.492000,9,97.6
EXP832183,India,F1,NY,Allianz,123.99,88.06,29.0,Health,True,2,12,2026-06-20 12:14:15.492014,7,99.4
EXP401095,India,E2,MI,IMG Global,132.42,100.12,24.4,Auto,False,2,9,2026-07-27 12:14:15.492029,8,98.6
EXP282286,India,L1,NC,AIG,96.73,70.8,26.8,Auto+Health,False,2,12,2026-06-23 12:14:15.492043,8,97.1
EXP483012,India,F1,MA,HDFC ERGO,82.28,57.53,30.1,Health,False,2,11,2026-06-17 12:14:15.492057,9,99.2
EXP371938,India,H1B,CA,ICICI Lombard,90.18,70.05,22.3,Renter,True,3,7,2026-08-14 12:14:15.492071,10,99.1
EXP254333,India,B1,PA,IMG Global,90.01,64.78,28.0,Renter,True,1,13,2026-06-28 12:14:15.492085,7,98.3
EXP532350,India,H1B,MA,HDFC ERGO,136.91,105.19,23.2,Auto+Health,False,1,7,2026-08-02 12:14:15.492100,10,99.4
EXP136672,India,B1,MA,IMG Global,90.7,66.62,26.6,Health,False,3,13,2026-08-11 12:14:15.492114,7,99.1
EXP186516,India,F1,WA,ICICI Lombard,95.1,71.25,25.1,Health,True,1,12,2026-08-02 12:14:15.492128,9,97.7
EXP623872,India,H1B,MA,CHUBB,83.51,60.23,27.9,Renter,True,1,12,2026-06-02 12:14:15.492142,10,98.6
EXP809256,India,L1,MI,Allianz,80.64,62.83,22.1,Renter,True,1,9,2026-07-27 12:14:15.492157,8,98.8
EXP387240,India,F1,WA,Allianz,79.72,52.6,34.0,Health,True,2,13,2026-07-20 12:14:15.492171,8,97.8
EXP608197,India,H1B,IL,Allianz,80.51,54.55,32.2,Auto,True,3,8,2026-06-18 12:14:15.492185,7,97.3
EXP990012,India,L1,MI,Allianz,121.96,84.29,30.9,Renter,True,1,12,2026-08-02 12:14:15.492199,10,99.1
EXP176711,India,F1,GA,HDFC ERGO,78.89,53.39,32.3,Renter,True,2,14,2026-07-27 12:14:15.492214,10,98.7
EXP523469,India,F1,FL,AIG,80.26,59.67,25.7,Health,True,3,14,2026-06-01 12:14:15.492228,8,97.3
EXP392123,India,L1,MI,AIG,101.22,66.79,34.0,Renter,True,2,10,2026-06-16 12:14:15.492242,10,98.5
EXP426573,India,B1,IL,ICICI Lombard,115.02,89.74,22.0,Auto+Health,True,3,13,2026-08-03 12:14:15.492256,8,98.3
EXP176523,India,H1B,NC,HDFC ERGO,115.71,77.8,32.8,Auto+Health,True,1,12,2026-06-21 12:14:15.492270,10,98.9
EXP448007,India,E2,NY,CHUBB,115.42,89.67,22.3,Health,True,3,8,2026-05-27 12:14:15.492285,8,98.3
EXP379254,India,L1,PA,CHUBB,82.73,62.92,23.9,Auto+Health,True,2,14,2026-07-22 12:14:15.492299,7,98.1
EXP539412,India,L1,IL,CHUBB,75.65,57.85,23.5,Auto+Health,True,3,12,2026-06-14 12:14:15.492313,10,98.5
EXP106481,India,E2,MA,HDFC ERGO,81.4,55.18,32.2,Auto,True,1,8,2026-08-01 12:14:15.492329,7,97.5
EXP535679,India,E2,WA,AIG,132.27,102.25,22.7,Auto+Health,False,2,14,2026-07-09 12:14:15.492343,8,98.2
EXP675364,India,L1,CO,IMG Global,144.72,108.0,25.4,Health,False,1,7,2026-06-04 12:14:15.492357,8,99.1
EXP620774,India,L1,NY,ICICI Lombard,95.5,64.62,32.3,Auto+Health,True,3,11,2026-08-21 12:14:15.492371,9,98.6
EXP599362,India,F1,FL,ICICI Lombard,99.83,71.69,28.2,Renter,True,2,8,2026-07-06 12:14:15.492386,8,97.9
EXP167548,India,H1B,GA,IMG Global,118.92,78.1,34.3,Health,False,1,13,2026-08-23 12:14:15.492400,9,97.1
EXP566260,India,L1,NY,HDFC ERGO,110.82,80.75,27.1,Health,True,2,7,2026-08-22 12:14:15.492414,7,98.8
EXP502081,India,H1B,WA,Allianz,129.2,99.48,23.0,Auto,False,3,11,2026-07-28 12:14:15.492428,9,97.5
EXP135575,India,B1,TX,IMG Global,120.74,79.18,34.4,Auto+Health,False,2,12,2026-07-04 12:14:15.492443,7,98.2
EXP906446,India,B1,CA,HDFC ERGO,106.68,79.03,25.9,Renter,True,2,9,2026-06-30 12:14:15.492457,9,98.1
EXP441547,India,F1,FL,IMG Global,127.85,91.34,28.6,Health,True,1,8,2026-06-23 12:14:15.492471,8,98.4
EXP435709,India,E2,PA,IMG Global,131.84,96.4,26.9,Auto,True,1,14,2026-07-17 12:14:15.492485,10,97.3
EXP728869,India,F1,CO,ICICI Lombard,84.56,56.25,33.5,Renter,False,1,10,2026-08-04 12:14:15.492499,8,98.9
EXP209611,India,B1,TX,CHUBB,114.61,87.8,23.4,Auto,True,3,12,2026-07-09 12:14:15.492513,10,99.4
EXP308657,India,H1B,MI,CHUBB,138.13,110.05,20.3,Renter,True,1,11,2026-08-23 12:14:15.492527,9,97.4
EXP184992,India,H1B,PA,HDFC ERGO,84.89,64.68,23.8,Health,True,2,11,2026-06-27 12:14:15.492541,8,97.0
EXP243769,India,B1,IL,IMG Global,94.05,65.61,30.2,Auto,True,1,13,2026-05-31 12:14:15.492556,10,97.9
EXP526158,India,L1,PA,ICICI Lombard,116.21,84.39,27.4,Health,True,2,13,2026-06-04 12:14:15.492570,10,97.1
EXP712148,India,L1,NY,Allianz,116.09,79.73,31.3,Health,True,2,10,2026-08-11 12:14:15.492584,8,98.2
EXP648603,India,F1,TX,IMG Global,120.09,84.14,29.9,Renter,True,3,7,2026-07-01 12:14:15.492600,7,97.3
EXP651062,India,E2,NC,IMG Global,140.08,110.37,21.2,Renter,True,3,14,2026-07-11 12:14:15.492615,10,98.5
EXP122957,India,H1B,PA,IMG Global,104.01,80.67,22.4,Health,True,1,13,2026-07-08 12:14:15.492631,7,97.2
EXP505551,India,B1,IL,IMG Global,81.48,63.02,22.7,Auto+Health,True,3,8,2026-07-18 12:14:15.492646,7,98.4
EXP355514,India,F1,PA,IMG Global,95.06,72.58,23.7,Health,True,3,11,2026-06-21 12:14:15.492662,8,97.6
EXP637288,India,E2,PA,AIG,91.68,62.78,31.5,Renter,False,2,14,2026-05-28 12:14:15.492677,8,99.2
EXP946785,India,H1B,TX,CHUBB,141.44,106.33,24.8,Auto,True,3,10,2026-06-05 12:14:15.492693,10,98.7
EXP848860,India,E2,CA,CHUBB,135.74,106.43,21.6,Auto,True,1,13,2026-07-08 12:14:15.492708,7,98.0
EXP660350,India,E2,MA,ICICI Lombard,123.43,89.04,27.9,Auto,True,1,14,2026-06-14 12:14:15.492724,7,98.4
EXP984942,India,F1,TX,HDFC ERGO,113.21,79.24,30.0,Renter,True,1,10,2026-06-15 12:14:15.492740,8,98.8
EXP610761,India,H1B,CO,CHUBB,125.8,96.62,23.2,Auto,True,1,11,2026-07-03 12:14:15.492755,7,98.0
EXP906161,India,B1,PA,ICICI Lombard,113.87,75.3,33.9,Health,True,2,7,2026-08-21 12:14:15.492771,10,98.5
EXP371942,India,E2,WA,HDFC ERGO,103.35,76.62,25.9,Auto+Health,True,1,13,2026-06-03 12:14:15.492786,7,99.1
EXP854800,India,H1B,MI,AIG,118.95,78.99,33.6,Renter,True,2,10,2026-07-09 12:14:15.492801,7,98.5
EXP620332,India,F1,TX,IMG Global,124.79,99.56,20.2,Health,True,3,7,2026-05-30 12:14:15.492817,9,98.8
EXP676428,India,B1,PA,HDFC ERGO,93.52,73.9,21.0,Renter,True,3,7,2026-05-25 12:14:15.492832,9,99.4
EXP851107,India,H1B,FL,Allianz,95.02,69.33,27.0,Auto+Health,False,2,11,2026-07-27 12:14:15.492848,10,98.8
EXP946196,India,F1,FL,Allianz,141.93,103.02,27.4,Auto,False,3,8,2026-07-30 12:14:15.492863,9,98.1
EXP515100,India,H1B,MI,Allianz,98.85,76.03,23.1,Renter,False,2,8,2026-07-25 12:14:15.492879,10,98.1
EXP165812,India,B1,MA,ICICI Lombard,94.7,70.31,25.8,Auto,True,1,11,2026-06-16 12:14:15.492895,10,98.3
EXP593390,India,E2,MI,CHUBB,87.16,58.46,32.9,Health,False,1,9,2026-07-12 12:14:15.492910,8,97.7
EXP103156,India,F1,NY,Allianz,145.68,112.21,23.0,Renter,False,2,14,2026-06-24 12:14:15.492927,7,97.4
EXP213095,India,F1,WA,AIG,105.9,83.29,21.4,Health,True,1,11,2026-07-08 12:14:15.492941,7,98.5
EXP956910,India,B1,GA,AIG,126.23,94.66,25.0,Auto,True,1,7,2026-08-22 12:14:15.492955,8,98.9
EXP812269,India,B1,IL,Allianz,89.91,63.42,29.5,Renter,True,2,14,2026-07-07 12:14:15.492969,10,98.2
EXP154375,India,F1,MI,CHUBB,119.06,91.05,23.5,Auto+Health,True,1,12,2026-07-05 12:14:15.492983,9,97.2
EXP722779,India,B1,CO,ICICI Lombard,132.68,91.31,31.2,Auto,True,2,13,2026-06-14 12:14:15.492997,7,97.7
EXP637540,India,F1,MI,AIG,121.14,80.71,33.4,Auto+Health,True,2,7,2026-05-25 12:14:15.493011,7,98.7
EXP798515,India,H1B,MA,Allianz,93.45,65.92,29.5,Auto,True,3,8,2026-06-11 12:14:15.493025,8,99.1
EXP300969,India,L1,WA,AIG,149.9,109.48,27.0,Auto,True,1,8,2026-08-17 12:14:15.493039,8,99.2
EXP816291,India,B1,TX,Allianz,83.12,55.88,32.8,Health,True,1,10,2026-08-16 12:14:15.493053,10,98.2
EXP606403,India,H1B,TX,AIG,146.0,105.31,27.9,Auto,True,3,8,2026-06-15 12:14:15.493067,7,98.3
EXP475022,India,F1,NC,CHUBB,103.02,78.56,23.7,Auto,True,1,7,2026-06-25 12:14:15.493081,10,97.6
EXP290534,India,F1,IL,CHUBB,95.28,64.51,32.3,Renter,True,3,13,2026-06-18 12:14:15.493096,10,97.4
EXP158903,India,B1,CO,ICICI Lombard,149.41,105.43,29.4,Auto,False,2,12,2026-06-09 12:14:15.493110,9,99.3
EXP437000,India,B1,WA,CHUBB,138.51,97.2,29.8,Auto,False,1,14,2026-07-07 12:14:15.493124,7,98.3
EXP775843,India,F1,MI,Allianz,146.81,117.43,20.0,Health,False,3,9,2026-06-14 12:14:15.493138,8,97.2
EXP599553,India,E2,IL,CHUBB,123.1,84.35,31.5,Health,False,1,7,2026-07-09 12:14:15.493152,7,98.6
EXP921008,India,L1,PA,IMG Global,129.93,85.45,34.2,Renter,False,3,11,2026-06-03 12:14:15.493166,10,98.2
EXP530957,India,B1,MA,IMG Global,90.28,63.66,29.5,Auto,False,1,10,2026-06-03 12:14:15.493180,8,98.0
EXP296344,India,L1,CA,HDFC ERGO,137.98,91.01,34.0,Health,True,1,7,2026-07-15 12:14:15.493195,8,97.4
EXP148364,India,H1B,GA,HDFC ERGO,98.76,72.43,26.7,Renter,True,3,13,2026-08-08 12:14:15.493209,7,99.2
