expat_id,previous_company,plan_end_date,reason_left_previous,reason_chose_ratha,had_ratha_before,premium_savings_percent,onboarding_speed_advantage_days,india_coverage_interest,acquisition_cost_estimated,lifetime_value_projected
EXP907407,IMG Global,2026-08-15 18:34:22.957611,Limited coverage options,Comprehensive expat coverage,False,15.9,7,True,120.33,1661.42
EXP762602,AIG,2026-07-16 18:34:22.957620,No India coverage,Better customer support,False,19.6,7,True,54.29,2779.44
EXP349897,CHUBB,2026-07-25 18:34:22.957630,Poor customer service,Better affordability,False,16.3,6,False,126.05,3297.97
EXP494630,CHUBB,2026-07-14 18:34:22.957641,Poor customer service,India-USA coordination,False,24.4,9,False,167.34,4741.61
EXP422545,HDFC ERGO,2026-07-26 18:34:22.957651,Poor customer service,India-USA coordination,False,19.3,7,False,175.53,2535.78
EXP880419,AIG,2026-06-27 18:34:22.957660,Poor customer service,Faster onboarding,False,32.2,8,True,174.87,3917.71
EXP353290,CHUBB,2026-08-21 18:34:22.957670,Limited coverage options,Better affordability,False,16.3,7,False,195.37,2443.9
EXP530236,ICICI Lombard,2026-07-30 18:34:22.957679,Poor customer service,Comprehensive expat coverage,False,32.0,6,True,179.95,3724.83
EXP850411,Allianz,2026-07-13 18:34:22.957688,No India coverage,Comprehensive expat coverage,False,20.6,10,False,118.21,3252.96
EXP279281,AIG,2026-07-28 18:34:22.957698,Slow claims processing,Comprehensive expat coverage,False,24.3,10,True,175.85,2265.86
EXP945616,AIG,2026-06-28 18:34:22.957707,Limited coverage options,India-USA coordination,False,34.6,5,False,165.74,4746.71
EXP378396,IMG Global,2026-08-11 18:34:22.957717,Limited coverage options,Comprehensive expat coverage,False,16.8,10,True,85.83,3787.69
EXP718575,ICICI Lombard,2026-07-26 18:34:22.957726,No India coverage,Simpler process,False,27.9,9,False,111.57,2435.27
EXP542602,ICICI Lombard,2026-06-30 18:34:22.957736,Slow claims processing,Better affordability,False,25.2,9,True,199.44,4876.76
EXP506670,IMG Global,2026-07-03 18:34:22.957745,No India coverage,India-USA coordination,False,21.7,6,True,96.47,3775.77
EXP299229,Allianz,2026-07-07 18:34:22.957755,Limited coverage options,India-USA coordination,False,32.5,10,False,186.41,1691.98
EXP366727,ICICI Lombard,2026-07-16 18:34:22.957764,Limited coverage options,Better customer support,False,19.4,9,False,69.79,3337.67
EXP226853,HDFC ERGO,2026-07-15 18:34:22.957774,Complex onboarding,Comprehensive expat coverage,False,17.3,9,True,157.13,3831.48
EXP840545,CHUBB,2026-08-02 18:34:22.957783,Slow claims processing,Simpler process,False,32.9,10,False,79.04,3618.22
EXP616814,ICICI Lombard,2026-07-28 18:34:22.957793,No India coverage,India-USA coordination,False,34.8,4,True,137.63,4450.54
EXP658011,CHUBB,2026-08-21 18:34:22.957803,Limited coverage options,Comprehensive expat coverage,False,17.8,7,False,67.32,2123.61
EXP295436,ICICI Lombard,2026-07-26 18:34:22.957813,Slow claims processing,Faster onboarding,False,17.8,6,True,69.63,4450.21
EXP859868,Allianz,2026-08-16 18:34:22.957823,Poor customer service,Comprehensive expat coverage,False,34.5,4,False,66.22,4865.04
EXP692269,AIG,2026-06-26 18:34:22.957834,High premium,India-USA coordination,False,31.0,7,True,68.44,3213.79
EXP407767,Allianz,2026-08-11 18:34:22.957844,No India coverage,Better customer support,False,29.5,8,False,93.3,4232.25
EXP833755,AIG,2026-08-04 18:34:22.957855,Limited coverage options,Faster onboarding,False,21.2,4,True,112.45,4510.27
EXP845482,HDFC ERGO,2026-08-21 18:34:22.957865,Limited coverage options,India-USA coordination,False,26.4,9,True,81.39,2772.76
EXP502657,ICICI Lombard,2026-08-09 18:34:22.957876,Limited coverage options,Faster onboarding,False,18.9,6,False,179.33,3466.07
EXP848019,IMG Global,2026-06-24 18:34:22.957886,High premium,Better affordability,False,25.6,9,True,136.47,2653.47
EXP681279,IMG Global,2026-08-04 18:34:22.957896,Complex onboarding,Comprehensive expat coverage,False,32.0,10,True,159.61,4462.1
EXP769807,ICICI Lombard,2026-06-25 18:34:22.957907,Poor customer service,Comprehensive expat coverage,False,19.8,10,False,69.54,3661.14
EXP368169,AIG,2026-06-26 18:34:22.957917,No India coverage,Better customer support,False,25.7,10,True,170.73,2552.25
EXP407306,CHUBB,2026-07-13 18:34:22.957928,No India coverage,Better affordability,False,33.4,6,True,179.61,2931.64
EXP431490,Allianz,2026-07-05 18:34:22.957938,Limited coverage options,Better customer support,False,20.2,4,False,117.16,4397.51
EXP766116,ICICI Lombard,2026-08-13 18:34:22.957949,Slow claims processing,Simpler process,False,24.3,8,True,89.79,1843.49
EXP775316,CHUBB,2026-07-05 18:34:22.957959,Poor customer service,Faster onboarding,False,19.5,9,True,51.97,3634.69
EXP909808,CHUBB,2026-08-18 18:34:22.957970,Complex onboarding,Better customer support,False,34.9,10,False,99.17,4659.51
EXP491480,ICICI Lombard,2026-07-07 18:34:22.957980,Poor customer service,Better affordability,False,25.2,10,True,82.97,3547.78
EXP233124,CHUBB,2026-07-16 18:34:22.957990,No India coverage,Comprehensive expat coverage,False,32.7,9,True,199.58,1960.96
EXP351830,IMG Global,2026-07-27 18:34:22.958001,No India coverage,Better customer support,False,27.3,7,True,198.47,3230.42
EXP680196,IMG Global,2026-07-16 18:34:22.958011,High premium,Faster onboarding,False,31.9,8,True,73.01,4248.14
EXP667314,HDFC ERGO,2026-08-18 18:34:22.958022,Complex onboarding,India-USA coordination,False,33.7,10,True,154.88,4387.78
EXP783711,ICICI Lombard,2026-08-09 18:34:22.958032,No India coverage,Comprehensive expat coverage,False,25.2,5,False,128.68,4636.87
EXP711982,HDFC ERGO,2026-07-25 18:34:22.958043,Poor customer service,Better customer support,False,32.8,6,True,59.81,1995.26
EXP893965,HDFC ERGO,2026-06-30 18:34:22.958053,No India coverage,Faster onboarding,False,29.9,9,True,197.46,4031.71
EXP342757,AIG,2026-08-08 18:34:22.958063,Poor customer service,Better customer support,False,33.2,9,False,192.32,2080.66
EXP987506,IMG Global,2026-07-01 18:34:22.958072,Complex onboarding,Comprehensive expat coverage,False,29.9,8,False,181.94,2054.7
EXP533776,CHUBB,2026-07-07 18:34:22.958082,Limited coverage options,Better affordability,False,19.8,7,False,180.01,2909.84
EXP681785,AIG,2026-07-13 18:34:22.958091,Poor customer service,India-USA coordination,False,18.3,5,False,50.62,3528.93
EXP382771,ICICI Lombard,2026-07-27 18:34:22.958101,Complex onboarding,Better customer support,False,30.1,4,True,106.97,3874.36
EXP516024,HDFC ERGO,2026-07-27 18:34:22.958111,Poor customer service,Comprehensive expat coverage,False,19.0,4,False,118.45,4095.74
EXP739483,IMG Global,2026-06-28 18:34:22.958120,No India coverage,Comprehensive expat coverage,False,17.6,7,True,157.78,4350.66
EXP694556,IMG Global,2026-08-22 18:34:22.958131,Complex onboarding,Better affordability,False,23.9,10,True,72.47,3908.77
EXP759261,ICICI Lombard,2026-06-30 18:34:22.958141,Complex onboarding,Better affordability,False,20.1,8,True,173.42,3354.3
EXP286253,IMG Global,2026-07-13 18:34:22.958152,Limited coverage options,Better affordability,False,29.5,8,True,76.88,2867.33
EXP455486,AIG,2026-07-20 18:34:22.958165,Complex onboarding,Comprehensive expat coverage,False,21.7,10,False,95.19,3544.34
EXP311382,CHUBB,2026-06-29 18:34:22.958179,High premium,Better affordability,False,19.0,10,True,81.39,3219.57
EXP493736,ICICI Lombard,2026-06-25 18:34:22.958192,High premium,Better customer support,False,30.6,7,True,75.42,3069.05
EXP206934,ICICI Lombard,2026-07-08 18:34:22.958204,High premium,Better customer support,False,15.8,6,True,93.29,3791.08
EXP423868,CHUBB,2026-08-02 18:34:22.958213,Limited coverage options,Better affordability,False,22.5,5,False,117.82,2536.27
EXP499686,CHUBB,2026-07-12 18:34:22.958223,High premium,Simpler process,False,22.6,10,True,122.73,1863.83
EXP167409,HDFC ERGO,2026-08-18 18:34:22.958232,Limited coverage options,India-USA coordination,False,17.1,5,False,124.82,3268.72
EXP630939,IMG Global,2026-08-22 18:34:22.958242,Poor customer service,Simpler process,False,30.1,8,True,69.3,2619.53
EXP317146,AIG,2026-08-18 18:34:22.958252,Poor customer service,Better customer support,False,16.1,9,False,198.06,3663.2
EXP949363,HDFC ERGO,2026-07-17 18:34:22.958261,Complex onboarding,India-USA coordination,False,34.6,9,False,143.47,4070.42
EXP451229,Allianz,2026-08-06 18:34:22.958271,Poor customer service,Better customer support,False,22.0,6,False,198.05,2339.76
EXP242723,IMG Global,2026-07-10 18:34:22.958280,Limited coverage options,Comprehensive expat coverage,False,25.7,5,True,89.44,2370.96
EXP116070,IMG Global,2026-08-02 18:34:22.958290,Poor customer service,Better customer support,False,30.8,10,True,187.19,2585.0
EXP488431,Allianz,2026-07-05 18:34:22.958300,Limited coverage options,Better customer support,False,34.2,4,False,178.39,3609.24
EXP236436,CHUBB,2026-07-31 18:34:22.958309,Slow claims processing,Better affordability,False,20.7,9,True,154.26,2062.34
EXP231386,ICICI Lombard,2026-08-12 18:34:22.958319,Limited coverage options,Simpler process,False,28.0,5,False,181.73,3274.1
EXP769455,HDFC ERGO,2026-07-29 18:34:22.958328,Poor customer service,India-USA coordination,False,32.8,6,True,177.37,4965.12
EXP945346,AIG,2026-08-05 18:34:22.958338,Complex onboarding,Better customer support,False,15.1,10,True,82.97,2995.96
EXP978645,ICICI Lombard,2026-08-06 18:34:22.958347,Limited coverage options,Better affordability,False,19.7,4,True,180.02,1616.84
EXP803142,IMG Global,2026-07-31 18:34:22.958357,No India coverage,India-USA coordination,False,21.2,5,True,72.18,3423.1
EXP976849,HDFC ERGO,2026-08-19 18:34:22.958366,Slow claims processing,Better affordability,False,23.5,7,True,170.71,2478.65
EXP389988,HDFC ERGO,2026-07-26 18:34:22.958376,Poor customer service,Simpler process,False,26.6,10,True,174.31,2477.55
EXP888861,CHUBB,2026-07-31 18:34:22.958385,Complex onboarding,Simpler process,False,32.1,10,False,139.86,2524.31
EXP430301,Allianz,2026-08-07 18:34:22.958395,No India coverage,Better affordability,False,17.1,8,False,160.09,3187.26
EXP418832,CHUBB,2026-07-05 18:34:22.958404,Poor customer service,India-USA coordination,False,15.5,9,False,91.23,4963.87
EXP982449,Allianz,2026-06-28 18:34:22.958414,High premium,India-USA coordination,False,29.1,4,True,123.65,2224.48
EXP381403,HDFC ERGO,2026-08-18 18:34:22.958424,Limited coverage options,India-USA coordination,False,27.2,9,True,73.98,2199.59
EXP581738,CHUBB,2026-07-13 18:34:22.958435,Poor customer service,Simpler process,False,31.1,5,True,114.0,4366.54
EXP338075,ICICI Lombard,2026-07-02 18:34:22.958447,Slow claims processing,Better affordability,False,21.5,8,True,72.39,2381.91
EXP595857,AIG,2026-06-27 18:34:22.958458,High premium,Better affordability,False,19.9,6,False,138.0,2615.73
EXP731789,IMG Global,2026-08-04 18:34:22.958469,Slow claims processing,Better affordability,False,21.4,9,True,87.97,3230.52
EXP490519,Allianz,2026-07-29 18:34:22.958480,Limited coverage options,Comprehensive expat coverage,False,23.0,7,True,148.63,2528.65
EXP151842,CHUBB,2026-07-17 18:34:22.958491,High premium,India-USA coordination,False,23.5,6,True,51.36,3700.8
EXP487260,Allianz,2026-07-03 18:34:22.958501,Slow claims processing,Faster onboarding,False,19.0,10,True,184.14,1571.21
EXP542685,HDFC ERGO,2026-07-22 18:34:22.958512,High premium,Better customer support,False,33.9,6,False,123.3,4431.52
EXP773240,ICICI Lombard,2026-07-29 18:34:22.958522,Complex onboarding,Faster onboarding,False,22.7,7,True,155.59,3676.4
EXP604194,AIG,2026-08-08 18:34:22.958533,Slow claims processing,Simpler process,False,19.8,7,True,108.05,3477.83
EXP716588,IMG Global,2026-07-16 18:34:22.958543,Complex onboarding,Faster onboarding,False,16.7,10,True,115.78,2750.79
EXP272250,Allianz,2026-07-18 18:34:22.958552,Slow claims processing,Better affordability,False,33.4,8,True,183.82,1825.45
EXP772897,HDFC ERGO,2026-07-09 18:34:22.958562,No India coverage,Better affordability,False,33.6,9,False,199.21,2356.02
EXP328456,Allianz,2026-08-10 18:34:22.958571,Slow claims processing,Simpler process,False,28.1,5,True,65.89,4400.85
EXP929126,AIG,2026-06-25 18:34:22.958581,Poor customer service,Comprehensive expat coverage,False,20.2,7,True,92.93,4394.87
EXP582348,ICICI Lombard,2026-08-02 18:34:22.958590,Limited coverage options,Better affordability,False,15.4,4,True,136.12,2199.52
EXP684840,Allianz,2026-07-10 18:34:22.958600,Poor customer service,Simpler process,False,30.8,8,False,92.43,3222.11
EXP913209,Allianz,2026-07-21 18:34:22.958609,Limited coverage options,Comprehensive expat coverage,False,33.4,4,True,134.32,4085.64
EXP889163,ICICI Lombard,2026-07-19 18:34:22.958619,Limited coverage options,Better customer support,False,23.1,9,True,176.45,1918.88
EXP816958,HDFC ERGO,2026-08-15 18:34:22.958628,No India coverage,Better affordability,False,21.9,9,True,146.36,3062.84
EXP375716,IMG Global,2026-08-15 18:34:22.958638,Slow claims processing,Simpler process,False,22.1,5,True,133.24,4680.63
EXP950859,CHUBB,2026-06-28 18:34:22.958647,High premium,Faster onboarding,False,19.0,6,False,192.12,4854.52
EXP455644,Allianz,2026-07-01 18:34:22.958657,No India coverage,Comprehensive expat coverage,False,23.4,5,False,56.61,3964.59
EXP948200,AIG,2026-08-10 18:34:22.958666,High premium,Comprehensive expat coverage,False,32.9,9,False,180.07,3715.73
EXP266546,Allianz,2026-06-27 18:34:22.958676,No India coverage,India-USA coordination,False,17.3,9,True,176.9,4625.61
EXP633414,AIG,2026-07-01 18:34:22.958685,Complex onboarding,Faster onboarding,False,29.6,4,True,124.96,4130.5
EXP569405,Allianz,2026-07-04 18:34:22.958695,No India coverage,Better affordability,False,32.3,6,False,112.67,2069.81
EXP335331,Allianz,2026-07-14 18:34:22.958704,Complex onboarding,Comprehensive expat coverage,False,32.2,8,True,75.7,3476.09
EXP318149,HDFC ERGO,2026-08-22 18:34:22.958714,Poor customer service,Simpler process,False,24.4,9,True,83.77,1876.49
EXP352497,HDFC ERGO,2026-07-30 18:34:22.958724,No India coverage,India-USA coordination,False,16.6,9,False,153.78,3130.38
EXP926183,AIG,2026-08-19 18:34:22.958733,Slow claims processing,Simpler process,False,16.2,8,True,178.46,3746.3
EXP787011,AIG,2026-06-24 18:34:22.958743,Limited coverage options,India-USA coordination,False,16.5,4,False,108.84,1895.43
EXP958320,CHUBB,2026-07-23 18:34:22.958752,High premium,Simpler process,False,32.5,7,True,171.06,2454.76
EXP250894,IMG Global,2026-08-12 18:34:22.958761,No India coverage,Faster onboarding,False,27.7,8,False,179.13,3106.0
EXP526671,ICICI Lombard,2026-08-20 18:34:22.958772,Slow claims processing,Faster onboarding,False,28.2,6,True,74.37,3014.43
EXP331860,CHUBB,2026-08-03 18:34:22.958782,High premium,Better customer support,False,28.2,6,True,117.3,4148.99
EXP695651,ICICI Lombard,2026-08-10 18:34:22.958792,Slow claims processing,Better affordability,False,34.8,10,True,81.97,2536.74
EXP813425,IMG Global,2026-07-21 18:34:22.958802,High premium,Better affordability,False,30.6,8,True,101.32,2028.75
EXP907734,ICICI Lombard,2026-08-07 18:34:22.958813,High premium,Comprehensive expat coverage,False,29.7,4,True,133.16,3779.1
EXP337605,IMG Global,2026-06-29 18:34:22.958823,Poor customer service,Faster onboarding,False,17.4,10,True,121.8,2649.22
EXP180037,ICICI Lombard,2026-08-06 18:34:22.958834,Slow claims processing,India-USA coordination,False,24.3,8,True,109.18,1530.47
EXP363137,CHUBB,2026-07-17 18:34:22.958845,Slow claims processing,India-USA coordination,False,29.5,7,False,108.95,2671.19
EXP131848,Allianz,2026-08-04 18:34:22.958856,High premium,Faster onboarding,False,21.4,9,True,170.63,4599.35
EXP907016,HDFC ERGO,2026-07-12 18:34:22.958866,Complex onboarding,Comprehensive expat coverage,False,33.8,9,False,176.41,2348.09
EXP986686,IMG Global,2026-07-27 18:34:22.958876,High premium,Simpler process,False,15.9,8,False,192.34,3767.16
EXP682177,ICICI Lombard,2026-07-23 18:34:22.958887,Limited coverage options,Faster onboarding,False,15.9,10,True,199.0,3424.28
EXP558356,CHUBB,2026-07-24 18:34:22.958898,No India coverage,Comprehensive expat coverage,False,15.3,7,True,152.21,2816.46
EXP534374,CHUBB,2026-07-31 18:34:22.958908,Slow claims processing,Faster onboarding,False,29.5,4,True,71.38,2055.35
EXP682166,IMG Global,2026-08-22 18:34:22.958918,Slow claims processing,India-USA coordination,False,32.1,4,False,189.27,2061.74
EXP979281,CHUBB,2026-07-06 18:34:22.958928,No India coverage,Simpler process,False,15.6,6,True,155.22,3833.73
EXP658599,IMG Global,2026-08-14 18:34:22.958939,High premium,India-USA coordination,False,27.4,6,False,147.08,2438.91
EXP411882,CHUBB,2026-07-24 18:34:22.958948,Poor customer service,Comprehensive expat coverage,False,18.0,9,True,116.13,3064.09
EXP348672,Allianz,2026-08-19 18:34:22.958958,Poor customer service,Simpler process,False,22.6,9,False,102.57,4739.73
EXP650179,AIG,2026-06-28 18:34:22.958967,Poor customer service,Better affordability,False,20.5,7,True,197.45,4738.72
EXP623243,HDFC ERGO,2026-07-23 18:34:22.958977,Poor customer service,Better affordability,False,34.7,4,True,122.96,3028.64
EXP257303,AIG,2026-07-02 18:34:22.958986,No India coverage,India-USA coordination,False,26.8,10,False,121.99,2325.5
EXP217532,ICICI Lombard,2026-07-20 18:34:22.958996,Poor customer service,India-USA coordination,False,16.9,7,True,134.83,3952.06
EXP295764,ICICI Lombard,2026-08-18 18:34:22.959005,High premium,Better customer support,False,26.3,7,True,56.23,3901.97
EXP486450,AIG,2026-07-07 18:34:22.959015,Poor customer service,Comprehensive expat coverage,False,29.6,10,False,118.79,3500.43
EXP819606,Allianz,2026-07-02 18:34:22.959024,Limited coverage options,Comprehensive expat coverage,False,33.4,7,True,117.74,4322.17
EXP945035,IMG Global,2026-08-06 18:34:22.959034,Slow claims processing,Better customer support,False,25.7,8,True,96.8,3240.09
EXP579949,Allianz,2026-07-22 18:34:22.959044,Complex onboarding,Better affordability,False,32.7,5,True,185.63,2439.42
EXP214637,HDFC ERGO,2026-08-18 18:34:22.959053,High premium,Comprehensive expat coverage,False,27.4,8,False,80.82,4638.97
EXP350086,CHUBB,2026-07-01 18:34:22.959063,Slow claims processing,Better affordability,False,29.4,9,True,185.87,4787.39
EXP718490,ICICI Lombard,2026-07-02 18:34:22.959072,High premium,Comprehensive expat coverage,False,15.2,5,True,182.64,2261.32
EXP612784,CHUBB,2026-07-18 18:34:22.959082,Slow claims processing,Simpler process,False,24.4,5,False,109.98,4879.87
EXP924655,ICICI Lombard,2026-06-28 18:34:22.959092,Poor customer service,Better customer support,False,16.8,5,True,99.77,2297.7
EXP331317,AIG,2026-07-28 18:34:22.959101,No India coverage,Better customer support,False,18.5,10,False,52.58,2004.76
EXP749006,IMG Global,2026-08-23 18:34:22.959111,Poor customer service,Better customer support,False,15.8,6,True,179.98,3441.58
EXP719840,AIG,2026-08-01 18:34:22.959120,Complex onboarding,India-USA coordination,False,30.1,4,True,140.74,2147.22
EXP538312,IMG Global,2026-07-01 18:34:22.959130,Complex onboarding,Comprehensive expat coverage,False,26.4,8,False,111.35,2865.22
EXP694883,Allianz,2026-06-30 18:34:22.959139,No India coverage,Better affordability,False,15.5,10,True,70.15,2668.03
EXP471765,ICICI Lombard,2026-08-13 18:34:22.959148,High premium,Faster onboarding,False,26.6,10,False,134.09,3140.66
EXP856786,ICICI Lombard,2026-07-30 18:34:22.959158,Slow claims processing,Better affordability,False,33.1,10,False,94.56,1772.96
EXP732818,ICICI Lombard,2026-07-05 18:34:22.959167,No India coverage,Comprehensive expat coverage,False,19.5,5,True,150.0,2444.77
EXP190989,AIG,2026-08-06 18:34:22.959176,Limited coverage options,Simpler process,False,17.2,4,True,102.95,1835.82
EXP779303,IMG Global,2026-06-28 18:34:22.959186,Complex onboarding,Better customer support,False,19.7,8,True,193.44,4207.62
EXP102243,CHUBB,2026-07-22 18:34:22.959195,Slow claims processing,Simpler process,False,29.3,8,True,125.67,2671.48
EXP505369,CHUBB,2026-08-07 18:34:22.959205,Poor customer service,Better affordability,False,26.7,7,False,173.31,1920.04
EXP967744,ICICI Lombard,2026-07-05 18:34:22.959214,Slow claims processing,Simpler process,False,29.8,5,True,104.39,3149.83
EXP818090,Allianz,2026-07-13 18:34:22.959224,Limited coverage options,India-USA coordination,False,33.8,10,True,53.53,2324.61
EXP343605,AIG,2026-08-18 18:34:22.959235,Limited coverage options,Better customer support,False,16.9,10,False,120.71,4030.7
EXP826190,CHUBB,2026-07-30 18:34:22.959244,Complex onboarding,Better customer support,False,20.0,4,True,96.53,2348.62
EXP610196,Allianz,2026-07-08 18:34:22.959254,Slow claims processing,Comprehensive expat coverage,False,28.4,7,False,76.7,3076.47
EXP419969,IMG Global,2026-07-24 18:34:22.959263,High premium,Better customer support,False,29.3,8,False,132.67,2522.38
EXP691648,CHUBB,2026-08-11 18:34:22.959273,Slow claims processing,Better customer support,False,33.8,4,False,186.29,4803.39
EXP978975,CHUBB,2026-07-09 18:34:22.959282,High premium,Comprehensive expat coverage,False,34.2,6,True,188.62,3022.39
EXP599578,IMG Global,2026-08-16 18:34:22.959292,High premium,India-USA coordination,False,26.0,5,True,152.0,4007.05
EXP964444,AIG,2026-07-31 18:34:22.959301,Complex onboarding,Better affordability,False,16.7,8,True,126.84,3113.47
EXP440919,IMG Global,2026-08-01 18:34:22.959311,Poor customer service,India-USA coordination,False,15.7,8,True,148.89,1698.03
EXP966982,AIG,2026-08-21 18:34:22.959320,Poor customer service,Simpler process,False,21.8,7,True,169.99,2312.74
EXP942498,AIG,2026-07-21 18:34:22.959330,No India coverage,Better affordability,False,21.2,8,False,143.96,2319.5
EXP778052,CHUBB,2026-07-20 18:34:22.959339,Slow claims processing,India-USA coordination,False,27.5,7,True,112.16,1683.21
EXP785716,Allianz,2026-07-24 18:34:22.959348,Slow claims processing,Comprehensive expat coverage,False,25.2,4,True,198.18,4708.79
EXP847171,ICICI Lombard,2026-06-26 18:34:22.959358,Slow claims processing,Simpler process,False,15.2,10,True,153.1,2843.0
EXP632528,AIG,2026-08-13 18:34:22.959368,No India coverage,Comprehensive expat coverage,False,23.3,7,True,98.5,3724.17
EXP663851,ICICI Lombard,2026-07-23 18:34:22.959377,Limited coverage options,Faster onboarding,False,25.2,8,True,109.43,1657.74
EXP981474,Allianz,2026-08-11 18:34:22.959387,Limited coverage options,Faster onboarding,False,19.8,4,True,136.94,3037.09
EXP221647,HDFC ERGO,2026-07-10 18:34:22.959396,No India coverage,India-USA coordination,False,22.4,9,True,123.76,1857.1
EXP259517,Allianz,2026-08-20 18:34:22.959407,Slow claims processing,Faster onboarding,False,20.3,9,False,122.48,3321.14
EXP554637,ICICI Lombard,2026-08-07 18:34:22.959417,Slow claims processing,India-USA coordination,False,20.3,4,True,65.77,1649.3
EXP676156,Allianz,2026-08-03 18:34:22.959428,Slow claims processing,Simpler process,False,31.5,9,True,181.96,1928.08
EXP162212,IMG Global,2026-08-07 18:34:22.959438,No India coverage,Comprehensive expat coverage,False,28.3,4,False,148.77,2745.5
EXP286186,ICICI Lombard,2026-07-22 18:34:22.959449,High premium,Faster onboarding,False,33.9,7,False,82.86,1859.65
EXP910433,ICICI Lombard,2026-07-19 18:34:22.959459,Complex onboarding,Comprehensive expat coverage,False,30.3,6,False,159.76,3197.7
EXP348332,AIG,2026-08-02 18:34:22.959470,High premium,Comprehensive expat coverage,False,15.5,5,True,72.47,3665.6
EXP481351,Allianz,2026-08-15 18:34:22.959480,Slow claims processing,Simpler process,False,32.1,10,False,150.79,1506.04
EXP845622,CHUBB,2026-08-22 18:34:22.959490,No India coverage,Faster onboarding,False,33.8,5,True,66.77,4884.26
EXP513933,Allianz,2026-08-22 18:34:22.959501,High premium,Comprehensive expat coverage,False,21.3,10,False,191.45,2608.26
EXP521371,CHUBB,2026-08-22 18:34:22.959511,Poor customer service,Faster onboarding,False,23.3,6,True,169.47,3619.04
EXP817404,Allianz,2026-08-23 18:34:22.959522,Slow claims processing,Faster onboarding,False,24.6,5,False,76.7,2889.76
EXP908716,CHUBB,2026-07-21 18:34:22.959532,Poor customer service,Comprehensive expat coverage,False,26.8,10,False,130.49,4157.84
EXP988510,ICICI Lombard,2026-08-04 18:34:22.959543,Limited coverage options,Faster onboarding,False,22.9,8,True,94.67,2663.38
EXP156489,HDFC ERGO,2026-06-26 18:34:22.959552,Complex onboarding,Better customer support,False,19.3,10,True,140.24,4591.02
EXP635586,ICICI Lombard,2026-06-25 18:34:22.959562,Slow claims processing,Comprehensive expat coverage,False,25.1,9,True,108.42,1705.27
EXP485774,IMG Global,2026-08-12 18:34:22.959571,Limited coverage options,Better affordability,False,26.5,4,True,156.84,4849.12
EXP229842,IMG Global,2026-07-03 18:34:22.959581,Poor customer service,India-USA coordination,False,27.9,9,True,193.35,3143.84
EXP209189,CHUBB,2026-07-28 18:34:22.959590,Limited coverage options,Comprehensive expat coverage,False,33.6,10,False,150.19,1735.5
EXP806384,ICICI Lombard,2026-07-18 18:34:22.959600,No India coverage,Comprehensive expat coverage,False,33.2,8,False,63.25,3293.85
EXP459978,HDFC ERGO,2026-06-25 18:34:22.959609,Slow claims processing,Comprehensive expat coverage,False,31.6,8,True,141.4,1925.25
EXP178081,CHUBB,2026-06-27 18:34:22.959619,High premium,Comprehensive expat coverage,False,28.1,8,True,60.55,4149.78
EXP335506,HDFC ERGO,2026-06-27 18:34:22.959629,Complex onboarding,Better customer support,False,25.3,6,True,70.09,3892.84
EXP620748,IMG Global,2026-08-21 18:34:22.959639,Limited coverage options,Better affordability,False,21.1,8,False,148.75,4571.97
EXP449686,CHUBB,2026-07-11 18:34:22.959648,Complex onboarding,Simpler process,False,28.9,9,True,106.01,4326.34
EXP879128,IMG Global,2026-07-14 18:34:22.959658,Limited coverage options,Better customer support,False,16.3,8,False,142.83,2042.91
EXP849085,IMG Global,2026-08-08 18:34:22.959669,Poor customer service,Better affordability,False,20.9,10,True,50.01,1620.48
EXP416656,CHUBB,2026-07-13 18:34:22.959679,Slow claims processing,Better customer support,False,20.2,6,False,146.67,3584.55
EXP399049,CHUBB,2026-07-09 18:34:22.959689,Limited coverage options,Simpler process,False,22.3,8,False,109.47,2131.39
EXP199946,Allianz,2026-08-02 18:34:22.959700,No India coverage,Better customer support,False,23.8,7,False,151.05,2306.58
EXP617942,CHUBB,2026-08-05 18:34:22.959710,No India coverage,Faster onboarding,False,29.0,4,True,178.55,2296.65
EXP157226,AIG,2026-07-13 18:34:22.959720,Limited coverage options,Better affordability,False,17.1,10,True,117.24,4991.52
EXP709937,ICICI Lombard,2026-08-05 18:34:22.959731,Complex onboarding,India-USA coordination,False,16.8,9,True,190.2,4422.11
EXP326163,HDFC ERGO,2026-07-11 18:34:22.959741,Limited coverage options,Better customer support,False,30.6,7,True,65.69,4978.52
EXP699122,Allianz,2026-06-24 18:34:22.959751,Slow claims processing,Simpler process,False,25.6,6,True,100.42,3269.66
EXP127854,IMG Global,2026-07-06 18:34:22.959762,Slow claims processing,Better customer support,False,19.6,10,True,158.27,4818.24
EXP411870,ICICI Lombard,2026-08-18 18:34:22.959772,Complex onboarding,Comprehensive expat coverage,False,26.7,7,True,158.88,1581.85
EXP539272,IMG Global,2026-07-10 18:34:22.959782,No India coverage,Better affordability,False,25.0,10,False,192.64,3379.84
EXP604333,CHUBB,2026-07-23 18:34:22.959793,Poor customer service,Better affordability,False,15.6,4,True,123.46,1742.95
EXP301237,CHUBB,2026-07-12 18:34:22.959803,No India coverage,India-USA coordination,False,25.2,8,True,120.36,3997.4
EXP305150,ICICI Lombard,2026-08-16 18:34:22.959814,Poor customer service,Better customer support,False,18.9,7,True,157.14,2961.84
EXP522832,HDFC ERGO,2026-08-17 18:34:22.959825,Slow claims processing,Faster onboarding,False,34.2,9,True,115.62,4145.24
